imputation_id;vaccine;sex;age_group;cov;var;imputation_method
14;Vaxzevria;M;20-29;1015986;913622.9831;multiple imputation
14;Vaxzevria;M;30-39;2162781;1881225.664;multiple imputation
14;Vaxzevria;M;40-49;3120223;2543340.136;multiple imputation
14;Vaxzevria;M;50-59;4349008;2913363.481;multiple imputation
14;Vaxzevria;M;60-69;13238543;7965483.608;multiple imputation
14;Vaxzevria;M;70-79;5034234;3198029.154;multiple imputation
14;Vaxzevria;M;80+;788085;593601.2289;multiple imputation
15;Comirnaty;F;12-17;13591759;7060072.952;multiple imputation
15;Comirnaty;F;18-24;17525549;12211021.48;multiple imputation
15;Comirnaty;F;25-29;12880905;12113403.35;multiple imputation
15;Comirnaty;F;30-39;30519887;26161271.07;multiple imputation
15;Comirnaty;F;40-49;35835744;29675111.2;multiple imputation
15;Comirnaty;F;5-11;127024;126375.2936;multiple imputation
15;Comirnaty;F;50-59;37863372;25079287.78;multiple imputation
15;Comirnaty;F;60-69;26318130;17246330.8;multiple imputation
15;Comirnaty;F;70-79;26906047;17477600.46;multiple imputation
15;Comirnaty;F;80+;23796808;14392923.89;multiple imputation
15;Comirnaty;M;12-17;14488798;7064878.299;multiple imputation
15;Comirnaty;M;18-24;16533456;11733355.43;multiple imputation
15;Comirnaty;M;25-29;11919436;11229325.29;multiple imputation
15;Comirnaty;M;30-39;29114645;25095052.62;multiple imputation
15;Comirnaty;M;40-49;34880427;29063248.87;multiple imputation
15;Comirnaty;M;5-11;85378;85616.39264;multiple imputation
15;Comirnaty;M;50-59;36111922;24223261.26;multiple imputation
15;Comirnaty;M;60-69;23390817;16127256.72;multiple imputation
15;Comirnaty;M;70-79;23887917;16911513.54;multiple imputation
15;Comirnaty;M;80+;15281984;11601277.84;multiple imputation
15;Spikevax;F;12-17;946203;480027.0591;multiple imputation
15;Spikevax;F;18-24;3058450;1959959.914;multiple imputation
15;Spikevax;F;25-29;2378589;2177329.203;multiple imputation
15;Spikevax;F;30-39;5232091;4326524.796;multiple imputation
15;Spikevax;F;40-49;5033481;4197702.254;multiple imputation
15;Spikevax;F;5-11;10142;9839.876873;multiple imputation
15;Spikevax;F;50-59;5418770;3493544.334;multiple imputation
15;Spikevax;F;60-69;3430448;2162525.035;multiple imputation
15;Spikevax;F;70-79;3031482;1883215.659;multiple imputation
15;Spikevax;F;80+;2259460;1265088.758;multiple imputation
15;Spikevax;M;12-17;954973;479986.8093;multiple imputation
15;Spikevax;M;18-24;3248364;2176008.031;multiple imputation
15;Spikevax;M;25-29;2414044;2203456.278;multiple imputation
15;Spikevax;M;30-39;5340282;4410444.033;multiple imputation
15;Spikevax;M;40-49;5091800;4252850.994;multiple imputation
15;Spikevax;M;5-11;11012;10887.98839;multiple imputation
15;Spikevax;M;50-59;5868985;3786710.69;multiple imputation
15;Spikevax;M;60-69;3167922;2094500.394;multiple imputation
15;Spikevax;M;70-79;2618197;1783979.286;multiple imputation
15;Spikevax;M;80+;1473329;1060959.445;multiple imputation
15;Vaxzevria;F;10-19;280551;248635.7899;multiple imputation
15;Vaxzevria;F;20-29;1570408;1314157.658;multiple imputation
15;Vaxzevria;F;30-39;2664988;2237962.018;multiple imputation
15;Vaxzevria;F;40-49;3903885;3007864.48;multiple imputation
15;Vaxzevria;F;50-59;4667217;2935456.786;multiple imputation
15;Vaxzevria;F;60-69;13241902;7927061.407;multiple imputation
15;Vaxzevria;F;70-79;5375307;3323198.768;multiple imputation
15;Vaxzevria;F;80+;1002551;631048.8872;multiple imputation
15;Vaxzevria;M;10-19;134444;121073.388;multiple imputation
15;Vaxzevria;M;20-29;972260;870717.5583;multiple imputation
15;Vaxzevria;M;30-39;2171433;1883074.303;multiple imputation
15;Vaxzevria;M;40-49;3093378;2548626.885;multiple imputation
15;Vaxzevria;M;50-59;4348807;2877565.36;multiple imputation
15;Vaxzevria;M;60-69;13318857;7931535.155;multiple imputation
15;Vaxzevria;M;70-79;5026571;3158710.854;multiple imputation
15;Vaxzevria;M;80+;826231;619905.5984;multiple imputation
16;Comirnaty;F;12-17;13827513;7067869.958;multiple imputation
16;Comirnaty;F;18-24;16620256;11448753.47;multiple imputation
16;Comirnaty;F;25-29;12307409;11618724.78;multiple imputation
16;Comirnaty;F;30-39;30377360;26088618.65;multiple imputation
16;Comirnaty;F;40-49;36255586;30046935.99;multiple imputation
16;Comirnaty;F;5-11;95747;97285.0919;multiple imputation
16;Comirnaty;F;50-59;38232712;25503750.19;multiple imputation
16;Comirnaty;F;60-69;25608595;16713274.39;multiple imputation
16;Comirnaty;F;70-79;28510464;18950684;multiple imputation
16;Comirnaty;F;80+;23285836;14026576.33;multiple imputation
16;Comirnaty;M;12-17;14253765;7069219.658;multiple imputation
16;Comirnaty;M;18-24;16811536;12061621.93;multiple imputation
16;Comirnaty;M;25-29;12409185;11665271.77;multiple imputation
16;Comirnaty;M;30-39;29082744;25044441.12;multiple imputation
16;Comirnaty;M;40-49;35173634;29355501.73;multiple imputation
16;Comirnaty;M;5-11;113911;114746.5943;multiple imputation
16;Comirnaty;M;50-59;36005603;24246830.34;multiple imputation
16;Comirnaty;M;60-69;23926649;16693955.25;multiple imputation
16;Comirnaty;M;70-79;23018041;16221778.64;multiple imputation
16;Comirnaty;M;80+;15141436;11529795.26;multiple imputation
16;Spikevax;F;12-17;926883;479528.3016;multiple imputation
16;Spikevax;F;18-24;3211995;2132981.949;multiple imputation
16;Spikevax;F;25-29;2569609;2362539.597;multiple imputation
16;Spikevax;F;30-39;5322069;4458710.595;multiple imputation
16;Spikevax;F;40-49;5084183;4278949.439;multiple imputation
16;Spikevax;F;5-11;10968;11215.85461;multiple imputation
16;Spikevax;F;50-59;5378876;3520931.22;multiple imputation
16;Spikevax;F;60-69;3423023;2193050.962;multiple imputation
16;Spikevax;F;70-79;3194336;2060579.267;multiple imputation
16;Spikevax;F;80+;2288481;1318047.3;multiple imputation
16;Spikevax;M;12-17;970765;478872.3187;multiple imputation
16;Spikevax;M;18-24;2984537;1979797.288;multiple imputation
16;Spikevax;M;25-29;2505356;2312069.587;multiple imputation
16;Spikevax;M;30-39;5200801;4370694.687;multiple imputation
16;Spikevax;M;40-49;5012170;4230698.17;multiple imputation
16;Spikevax;M;5-11;12198;12222.46597;multiple imputation
16;Spikevax;M;50-59;5609193;3648596.961;multiple imputation
16;Spikevax;M;60-69;3205819;2164584.807;multiple imputation
16;Spikevax;M;70-79;2741358;1926515.755;multiple imputation
16;Spikevax;M;80+;1333888;944918.6064;multiple imputation
16;Vaxzevria;F;10-19;241415;214640.7229;multiple imputation
16;Vaxzevria;F;20-29;1544419;1305090.362;multiple imputation
16;Vaxzevria;F;30-39;2578338;2247331.384;multiple imputation
16;Vaxzevria;F;40-49;3902879;3051325.211;multiple imputation
16;Vaxzevria;F;50-59;4783894;3100587.286;multiple imputation
16;Vaxzevria;F;60-69;13032018;7952337.886;multiple imputation
16;Vaxzevria;F;70-79;5197423;3242802.109;multiple imputation
16;Vaxzevria;F;80+;1112022;756132.6627;multiple imputation
16;Vaxzevria;M;10-19;185955;174049.3713;multiple imputation
16;Vaxzevria;M;20-29;1002877;916028.4751;multiple imputation
16;Vaxzevria;M;30-39;2300126;2035010.436;multiple imputation
16;Vaxzevria;M;40-49;3139806;2614042.847;multiple imputation
16;Vaxzevria;M;50-59;4421778;3000481.974;multiple imputation
16;Vaxzevria;M;60-69;13306945;8060974.872;multiple imputation
16;Vaxzevria;M;70-79;4992611;3192152.276;multiple imputation
16;Vaxzevria;M;80+;856299;666116.8862;multiple imputation
17;Comirnaty;F;12-17;13825272;7068032.936;multiple imputation
17;Comirnaty;F;18-24;17658723;12320120.77;multiple imputation
17;Comirnaty;F;25-29;11994003;11228498.14;multiple imputation
17;Comirnaty;F;30-39;30945555;26413213.84;multiple imputation
17;Comirnaty;F;40-49;36372254;29984463.5;multiple imputation
17;Comirnaty;F;5-11;129736;128773.4374;multiple imputation
17;Comirnaty;F;50-59;36732733;24155362.76;multiple imputation
17;Comirnaty;F;60-69;26304129;17242171.78;multiple imputation
17;Comirnaty;F;70-79;28760073;19074501.52;multiple imputation
17;Comirnaty;F;80+;23177507;13849614.02;multiple imputation
17;Comirnaty;M;12-17;14174632;7070431.285;multiple imputation
17;Comirnaty;M;18-24;16210783;11453270.24;multiple imputation
17;Comirnaty;M;25-29;13098028;12296662.93;multiple imputation
17;Comirnaty;M;30-39;28885278;24811388.5;multiple imputation
17;Comirnaty;M;40-49;35482329;29404752.31;multiple imputation
17;Comirnaty;M;5-11;164959;163328.1942;multiple imputation
17;Comirnaty;M;50-59;35375005;23618244.67;multiple imputation
17;Comirnaty;M;60-69;23542025;16276088.97;multiple imputation
17;Comirnaty;M;70-79;23222637;16328579.64;multiple imputation
17;Comirnaty;M;80+;15005984;11342584.58;multiple imputation
17;Spikevax;F;12-17;942091;479492.2275;multiple imputation
17;Spikevax;F;18-24;3273674;2202755.733;multiple imputation
17;Spikevax;F;25-29;2421041;2256251.965;multiple imputation
17;Spikevax;F;30-39;5181263;4344960.458;multiple imputation
17;Spikevax;F;40-49;5056349;4257354.142;multiple imputation
17;Spikevax;F;5-11;3121;3179.655459;multiple imputation
17;Spikevax;F;50-59;5491486;3641578.613;multiple imputation
17;Spikevax;F;60-69;3507993;2283454.653;multiple imputation
17;Spikevax;F;70-79;3132868;2022955.795;multiple imputation
17;Spikevax;F;80+;2282041;1321898.983;multiple imputation
17;Spikevax;M;12-17;960736;480151.1845;multiple imputation
17;Spikevax;M;18-24;3144106;2139649.036;multiple imputation
17;Spikevax;M;25-29;2456625;2287492.306;multiple imputation
17;Spikevax;M;30-39;5143675;4349467.126;multiple imputation
17;Spikevax;M;40-49;5096006;4306657.383;multiple imputation
17;Spikevax;M;5-11;15791;15896.98589;multiple imputation
17;Spikevax;M;50-59;5482880;3567707.979;multiple imputation
17;Spikevax;M;60-69;3192936;2167418.56;multiple imputation
17;Spikevax;M;70-79;2763485;1961555.348;multiple imputation
17;Spikevax;M;80+;1439266;1050291.757;multiple imputation
17;Vaxzevria;F;10-19;240845;210352.3757;multiple imputation
17;Vaxzevria;F;20-29;1707246;1431948.957;multiple imputation
17;Vaxzevria;F;30-39;2630048;2245059.72;multiple imputation
17;Vaxzevria;F;40-49;3834281;2987143.664;multiple imputation
17;Vaxzevria;F;50-59;4635540;2964475.358;multiple imputation
17;Vaxzevria;F;60-69;13131917;7990815.47;multiple imputation
17;Vaxzevria;F;70-79;5451030;3449427.935;multiple imputation
17;Vaxzevria;F;80+;1188472;824278.8389;multiple imputation
17;Vaxzevria;M;10-19;154914;144311.5669;multiple imputation
17;Vaxzevria;M;20-29;1006790;910641.3134;multiple imputation
17;Vaxzevria;M;30-39;2206422;1942860.151;multiple imputation
17;Vaxzevria;M;40-49;3043317;2526092.392;multiple imputation
17;Vaxzevria;M;50-59;4208454;2809013.901;multiple imputation
17;Vaxzevria;M;60-69;13164503;7965515.547;multiple imputation
17;Vaxzevria;M;70-79;5249364;3401938.283;multiple imputation
17;Vaxzevria;M;80+;745689;557352.8071;multiple imputation
18;Comirnaty;F;12-17;13795895;7064295.655;multiple imputation
18;Comirnaty;F;18-24;17574957;12371695.27;multiple imputation
18;Comirnaty;F;25-29;13156163;12375526.97;multiple imputation
18;Comirnaty;F;30-39;30189658;25888696.71;multiple imputation
18;Comirnaty;F;40-49;35533806;29489769.98;multiple imputation
18;Comirnaty;F;5-11;164925;163513.6088;multiple imputation
18;Comirnaty;F;50-59;37640442;25099165.12;multiple imputation
18;Comirnaty;F;60-69;25884640;17012203.41;multiple imputation
18;Comirnaty;F;70-79;27613593;18254388.42;multiple imputation
18;Comirnaty;F;80+;23922461;14641685.89;multiple imputation
18;Comirnaty;M;12-17;14228397;7067754.623;multiple imputation
18;Comirnaty;M;18-24;16337974;11668889.69;multiple imputation
18;Comirnaty;M;25-29;12698144;11964245.31;multiple imputation
18;Comirnaty;M;30-39;28629271;24677906.14;multiple imputation
18;Comirnaty;M;40-49;34963320;29228412.6;multiple imputation
18;Comirnaty;M;5-11;101887;100323.8111;multiple imputation
18;Comirnaty;M;50-59;37407038;25484120.41;multiple imputation
18;Comirnaty;M;60-69;23515798;16376652.6;multiple imputation
18;Comirnaty;M;70-79;23295402;16527939.76;multiple imputation
18;Comirnaty;M;80+;14404379;10862739.08;multiple imputation
18;Spikevax;F;12-17;915471;478606.4965;multiple imputation
18;Spikevax;F;18-24;3156309;2070992.91;multiple imputation
18;Spikevax;F;25-29;2424898;2209544.932;multiple imputation
18;Spikevax;F;30-39;5292309;4381845.374;multiple imputation
18;Spikevax;F;40-49;5312300;4409442.984;multiple imputation
18;Spikevax;F;5-11;3685;3707.699003;multiple imputation
18;Spikevax;F;50-59;5594467;3672331.031;multiple imputation
18;Spikevax;F;60-69;3457592;2212423.794;multiple imputation
18;Spikevax;F;70-79;2974047;1854431.517;multiple imputation
18;Spikevax;F;80+;2160308;1190623.055;multiple imputation
18;Spikevax;M;12-17;997819;478958.3736;multiple imputation
18;Spikevax;M;18-24;3147604;2113734.62;multiple imputation
18;Spikevax;M;25-29;2481152;2260904.158;multiple imputation
18;Spikevax;M;30-39;4995122;4142141.684;multiple imputation
18;Spikevax;M;40-49;5158048;4285145.682;multiple imputation
18;Spikevax;M;5-11;4039;3996.915583;multiple imputation
18;Spikevax;M;50-59;5626576;3642834.675;multiple imputation
18;Spikevax;M;60-69;3090712;2050002.418;multiple imputation
18;Spikevax;M;70-79;2582640;1769691.238;multiple imputation
18;Spikevax;M;80+;1611610;1199731.692;multiple imputation
18;Vaxzevria;F;10-19;200927;176550.6332;multiple imputation
18;Vaxzevria;F;20-29;1445456;1192406.706;multiple imputation
18;Vaxzevria;F;30-39;2720796;2327628.291;multiple imputation
18;Vaxzevria;F;40-49;3987962;3120739.913;multiple imputation
18;Vaxzevria;F;50-59;4617905;2967249.145;multiple imputation
18;Vaxzevria;F;60-69;13166029;8041255.365;multiple imputation
18;Vaxzevria;F;70-79;5438412;3461368.626;multiple imputation
18;Vaxzevria;F;80+;973107;622395.4446;multiple imputation
18;Vaxzevria;M;10-19;146755;138576.4598;multiple imputation
18;Vaxzevria;M;20-29;1059988;955815.1909;multiple imputation
18;Vaxzevria;M;30-39;2104211;1856744.043;multiple imputation
18;Vaxzevria;M;40-49;3150154;2621496.438;multiple imputation
18;Vaxzevria;M;50-59;4245935;2859153.055;multiple imputation
18;Vaxzevria;M;60-69;13171050;8005255.05;multiple imputation
18;Vaxzevria;M;70-79;5333257;3492271.216;multiple imputation
18;Vaxzevria;M;80+;836874;650911.1978;multiple imputation
19;Comirnaty;F;12-17;13778056;7069200.521;multiple imputation
19;Comirnaty;F;18-24;17439536;12128565.71;multiple imputation
19;Comirnaty;F;25-29;12714379;11935649.98;multiple imputation
19;Comirnaty;F;30-39;29717077;25464735.48;multiple imputation
19;Comirnaty;F;40-49;35879155;29683305.17;multiple imputation
19;Comirnaty;F;5-11;81782;82244.54928;multiple imputation
19;Comirnaty;F;50-59;37646015;24888047.17;multiple imputation
19;Comirnaty;F;60-69;26115844;17069081.71;multiple imputation
19;Comirnaty;F;70-79;27763955;18217576.59;multiple imputation
19;Comirnaty;F;80+;23647583;14258595.92;multiple imputation
19;Comirnaty;M;12-17;14288627;7065623.532;multiple imputation
19;Comirnaty;M;18-24;16861121;12023024.55;multiple imputation
19;Comirnaty;M;25-29;12074236;11346183.31;multiple imputation
19;Comirnaty;M;30-39;29245270;25114267.03;multiple imputation
19;Comirnaty;M;40-49;35769991;29618408.37;multiple imputation
19;Comirnaty;M;5-11;145491;147034.111;multiple imputation
19;Comirnaty;M;50-59;35957723;24068272.02;multiple imputation
19;Comirnaty;M;60-69;23603572;16317585.01;multiple imputation
19;Comirnaty;M;70-79;23728417;16766766.98;multiple imputation
19;Comirnaty;M;80+;14603172;10967948.03;multiple imputation
19;Spikevax;F;12-17;950567;479657.5864;multiple imputation
19;Spikevax;F;18-24;3161587;2103460.416;multiple imputation
19;Spikevax;F;25-29;2516971;2327150.813;multiple imputation
19;Spikevax;F;30-39;5320750;4463919.774;multiple imputation
19;Spikevax;F;40-49;5181195;4372071.165;multiple imputation
19;Spikevax;F;5-11;3125;3115.920379;multiple imputation
19;Spikevax;F;50-59;5448325;3600988.485;multiple imputation
19;Spikevax;F;60-69;3594402;2364642.724;multiple imputation
19;Spikevax;F;70-79;3086969;1983127.82;multiple imputation
19;Spikevax;F;80+;2166174;1212335.896;multiple imputation
19;Spikevax;M;12-17;966881;480148.919;multiple imputation
19;Spikevax;M;18-24;3090960;2092620.327;multiple imputation
19;Spikevax;M;25-29;2463725;2283284.347;multiple imputation
19;Spikevax;M;30-39;5217227;4380949.503;multiple imputation
19;Spikevax;M;40-49;4969811;4202549.727;multiple imputation
19;Spikevax;M;5-11;1265;1262.688695;multiple imputation
19;Spikevax;M;50-59;5632118;3689061.422;multiple imputation
19;Spikevax;M;60-69;3058415;2043431.083;multiple imputation
19;Spikevax;M;70-79;2615361;1823133.288;multiple imputation
19;Spikevax;M;80+;1541704;1151339.031;multiple imputation
19;Vaxzevria;F;10-19;236914;207517.1959;multiple imputation
19;Vaxzevria;F;20-29;1572522;1316663.887;multiple imputation
19;Vaxzevria;F;30-39;2725787;2305034.39;multiple imputation
19;Vaxzevria;F;40-49;3836198;2958996.81;multiple imputation
19;Vaxzevria;F;50-59;4841730;3138057.72;multiple imputation
19;Vaxzevria;F;60-69;13202028;8025253.024;multiple imputation
19;Vaxzevria;F;70-79;5288831;3310946.923;multiple imputation
19;Vaxzevria;F;80+;1047169;691276.3629;multiple imputation
19;Vaxzevria;M;10-19;190897;178659.4564;multiple imputation
19;Vaxzevria;M;20-29;935566;838643.4494;multiple imputation
19;Vaxzevria;M;30-39;1997633;1759173.152;multiple imputation
19;Vaxzevria;M;40-49;3081387;2571078.179;multiple imputation
19;Vaxzevria;M;50-59;4429205;3000212.53;multiple imputation
19;Vaxzevria;M;60-69;13240974;8005813.097;multiple imputation
19;Vaxzevria;M;70-79;5086136;3264607.48;multiple imputation
19;Vaxzevria;M;80+;885811;692611.7985;multiple imputation
20;Comirnaty;F;12-17;13779638;7067853.744;multiple imputation
20;Comirnaty;F;18-24;16987762;11765149.37;multiple imputation
20;Comirnaty;F;25-29;13291222;12430587.67;multiple imputation
20;Comirnaty;F;30-39;29528834;25404309.8;multiple imputation
20;Comirnaty;F;40-49;36876103;30301051.13;multiple imputation
20;Comirnaty;F;5-11;119131;119184.2166;multiple imputation
20;Comirnaty;F;50-59;36839586;24313937.31;multiple imputation
20;Comirnaty;F;60-69;26131926;17142694.88;multiple imputation
20;Comirnaty;F;70-79;27606207;18138696.33;multiple imputation
20;Comirnaty;F;80+;23873737;14520029.89;multiple imputation
20;Comirnaty;M;12-17;14230789;7069378.832;multiple imputation
20;Comirnaty;M;18-24;16360256;11617942.09;multiple imputation
20;Comirnaty;M;25-29;12200253;11460167.55;multiple imputation
20;Comirnaty;M;30-39;29470330;25302148.55;multiple imputation
20;Comirnaty;M;40-49;35234827;29229757.69;multiple imputation
20;Comirnaty;M;5-11;165261;165955.5809;multiple imputation
20;Comirnaty;M;50-59;36428742;24556692.68;multiple imputation
20;Comirnaty;M;60-69;23257672;16060475.53;multiple imputation
20;Comirnaty;M;70-79;23788025;16888181.7;multiple imputation
20;Comirnaty;M;80+;14891564;11272611.81;multiple imputation
20;Spikevax;F;12-17;934072;479437.2479;multiple imputation
20;Spikevax;F;18-24;3177557;2103680.965;multiple imputation
20;Spikevax;F;25-29;2439598;2257719.118;multiple imputation
20;Spikevax;F;30-39;5348238;4451204.231;multiple imputation
20;Spikevax;F;40-49;5201970;4348847.244;multiple imputation
20;Spikevax;F;5-11;7258;7344.209565;multiple imputation
20;Spikevax;F;50-59;5340582;3494198.417;multiple imputation
20;Spikevax;F;60-69;3506179;2266143.471;multiple imputation
20;Spikevax;F;70-79;3071688;1952246.083;multiple imputation
20;Spikevax;F;80+;2369833;1395008.73;multiple imputation
20;Spikevax;M;12-17;976625;479360.7366;multiple imputation
20;Spikevax;M;18-24;3000129;1994442.311;multiple imputation
20;Spikevax;M;25-29;2413628;2225634.026;multiple imputation
20;Spikevax;M;30-39;5207268;4377604.364;multiple imputation
20;Spikevax;M;40-49;5142150;4326866.643;multiple imputation
20;Spikevax;M;5-11;3141;3233.366892;multiple imputation
20;Spikevax;M;50-59;5563930;3614054.583;multiple imputation
20;Spikevax;M;60-69;3119780;2089204.932;multiple imputation
20;Spikevax;M;70-79;2592517;1793287.165;multiple imputation
20;Spikevax;M;80+;1570647;1170024.102;multiple imputation
20;Vaxzevria;F;10-19;245075;217624.9272;multiple imputation
20;Vaxzevria;F;20-29;1803450;1548188.654;multiple imputation
20;Vaxzevria;F;30-39;2743471;2326971.135;multiple imputation
20;Vaxzevria;F;40-49;3995242;3114718.906;multiple imputation
20;Vaxzevria;F;50-59;4847463;3141585.184;multiple imputation
20;Vaxzevria;F;60-69;13058594;7940399.307;multiple imputation
20;Vaxzevria;F;70-79;5289263;3305990.55;multiple imputation
20;Vaxzevria;F;80+;1169006;803404.2561;multiple imputation
20;Vaxzevria;M;10-19;155409;143109.9568;multiple imputation
20;Vaxzevria;M;20-29;990760;896638.6805;multiple imputation
20;Vaxzevria;M;30-39;2044401;1783284.689;multiple imputation
20;Vaxzevria;M;40-49;3019142;2479126.429;multiple imputation
20;Vaxzevria;M;50-59;4301064;2885417.284;multiple imputation
20;Vaxzevria;M;60-69;13057724;7899039.377;multiple imputation
20;Vaxzevria;M;70-79;5063005;3235893.55;multiple imputation
20;Vaxzevria;M;80+;815739;623871.9785;multiple imputation
1;Comirnaty;F;12-17;13243196;1;fixed proportion
1;Comirnaty;M;12-17;13748904;1;fixed proportion
1;Comirnaty;F;18-24;16006005;1;fixed proportion
1;Comirnaty;M;18-24;15222017;1;fixed proportion
1;Comirnaty;F;25-29;12589761;1;fixed proportion
1;Comirnaty;M;25-29;12315457;1;fixed proportion
1;Comirnaty;F;30-39;29742352;1;fixed proportion
1;Comirnaty;M;30-39;28909659;1;fixed proportion
1;Comirnaty;F;40-49;35982787;1;fixed proportion
1;Comirnaty;M;40-49;35001383;1;fixed proportion
1;Comirnaty;F;5-11;104083;1;fixed proportion
1;Comirnaty;M;5-11;110316;1;fixed proportion
1;Comirnaty;F;50-59;37743450;1;fixed proportion
1;Comirnaty;M;50-59;36560865;1;fixed proportion
1;Comirnaty;F;60-69;26410465;1;fixed proportion
1;Comirnaty;M;60-69;23651868;1;fixed proportion
1;Comirnaty;F;70-79;28859186;1;fixed proportion
1;Comirnaty;M;70-79;24614881;1;fixed proportion
1;Comirnaty;F;80+;24137397;1;fixed proportion
1;Comirnaty;M;80+;15019511;1;fixed proportion
1;Spikevax;F;12-17;1002159;1;fixed proportion
1;Spikevax;M;12-17;1055850;1;fixed proportion
1;Spikevax;F;18-24;3165681;1;fixed proportion
1;Spikevax;M;18-24;3073857;1;fixed proportion
1;Spikevax;F;25-29;2451820;1;fixed proportion
1;Spikevax;M;25-29;2391135;1;fixed proportion
1;Spikevax;F;30-39;5311917;1;fixed proportion
1;Spikevax;M;30-39;5184071;1;fixed proportion
1;Spikevax;F;40-49;5166444;1;fixed proportion
1;Spikevax;M;40-49;5120939;1;fixed proportion
1;Spikevax;F;5-11;3680;1;fixed proportion
1;Spikevax;M;5-11;3839;1;fixed proportion
1;Spikevax;F;50-59;5415672;1;fixed proportion
1;Spikevax;M;50-59;5534111;1;fixed proportion
1;Spikevax;F;60-69;3501660;1;fixed proportion
1;Spikevax;M;60-69;3209625;1;fixed proportion
1;Spikevax;F;70-79;3137415;1;fixed proportion
1;Spikevax;M;70-79;2657074;1;fixed proportion
1;Spikevax;F;80+;2285725;1;fixed proportion
1;Spikevax;M;80+;1458548;1;fixed proportion
1;Vaxzevria;F;10-19;265203;1;fixed proportion
1;Vaxzevria;M;10-19;167893;1;fixed proportion
1;Vaxzevria;F;20-29;1820304;1;fixed proportion
1;Vaxzevria;M;20-29;1141381;1;fixed proportion
1;Vaxzevria;F;30-39;2967110;1;fixed proportion
1;Vaxzevria;M;30-39;2439638;1;fixed proportion
1;Vaxzevria;F;40-49;4387887;1;fixed proportion
1;Vaxzevria;M;40-49;3438756;1;fixed proportion
1;Vaxzevria;F;50-59;4427485;1;fixed proportion
1;Vaxzevria;M;50-59;4060033;1;fixed proportion
1;Vaxzevria;F;60-69;13148236;1;fixed proportion
1;Vaxzevria;M;60-69;13269010;1;fixed proportion
1;Vaxzevria;F;70-79;4888007;1;fixed proportion
1;Vaxzevria;M;70-79;4692947;1;fixed proportion
1;Vaxzevria;F;80+;858951;1;fixed proportion
1;Vaxzevria;M;80+;625664;1;fixed proportion
